time,temperature_2m_mean,relative_humidity_2m_mean,vapor_pressure_deficit_max,soil_temperature_0_to_7cm_mean,soil_moisture_0_to_7cm_mean,rain_sum
1970-01-01,5.7,77,0.62,5.5,0.28,0.0
1970-01-02,5.6,72,0.98,5.9,0.275,0.0
1970-01-03,5.8,72,0.77,5.8,0.27,0.0
1970-01-04,5.5,73,0.74,5.2,0.265,0.0
1970-01-05,4.7,72,0.76,5.0,0.261,0.0
1970-01-06,4.6,73,0.75,4.8,0.257,0.0
1970-01-07,7.7,67,1.22,7.7,0.253,0.0
1970-01-08,9.4,66,0.9,8.7,0.249,0.0
1970-01-09,11.0,77,0.52,9.7,0.324,7.7
1970-01-10,11.6,86,0.68,11.3,0.383,2.0
1970-01-11,10.1,90,0.32,10.2,0.368,12.6
1970-01-12,10.9,90,0.51,10.9,0.387,2.9
1970-01-13,10.2,90,0.53,10.5,0.361,4.4
1970-01-14,11.0,93,0.18,10.7,0.412,31.7
1970-01-15,9.3,92,0.34,9.7,0.4,0.0
1970-01-16,12.5,93,0.16,11.5,0.428,39.3
1970-01-17,11.4,89,0.48,11.8,0.421,9.8
1970-01-18,10.7,85,0.68,10.7,0.392,0.0
1970-01-19,10.7,87,0.57,10.4,0.378,0.2
1970-01-20,13.0,87,0.59,12.3,0.383,1.5
1970-01-21,13.7,88,0.42,12.7,0.371,0.5
1970-01-22,14.0,87,0.66,13.4,0.362,0.0
1970-01-23,14.2,85,0.89,13.7,0.355,1.9
1970-01-24,12.7,84,0.57,13.1,0.4,13.1
1970-01-25,9.2,80,0.72,10.4,0.374,0.0
1970-01-26,9.2,83,0.69,9.8,0.36,0.0
1970-01-27,10.5,83,0.62,10.7,0.38,9.0
1970-01-28,7.2,71,0.72,9.2,0.366,0.0
1970-01-29,7.7,72,0.9,8.3,0.351,0.0
1970-01-30,7.2,77,0.58,7.9,0.342,0.0
1970-01-31,7.0,77,0.63,7.7,0.335,0.0
1970-02-01,8.3,77,0.68,8.7,0.328,0.0
1970-02-02,8.0,79,0.69,8.6,0.322,0.0
1970-02-03,9.0,77,0.86,9.0,0.316,0.0
1970-02-04,10.0,81,0.75,9.7,0.311,0.0
1970-02-05,9.7,82,0.83,9.9,0.306,0.0
1970-02-06,10.3,84,0.74,10.9,0.301,0.0
1970-02-07,11.0,85,0.85,11.2,0.296,0.0
1970-02-08,11.7,78,1.02,11.8,0.291,0.0
1970-02-09,11.7,76,0.83,11.6,0.287,0.1
1970-02-10,12.6,88,0.56,12.4,0.352,5.2
1970-02-11,14.0,85,0.8,13.5,0.36,0.5
1970-02-12,13.0,85,0.8,13.1,0.346,1.5
1970-02-13,10.3,89,0.36,11.2,0.355,6.4
1970-02-14,10.0,81,0.76,10.9,0.355,1.9
1970-02-15,10.6,78,1.1,10.9,0.335,0.0
1970-02-16,12.1,69,1.58,11.9,0.321,1.4
1970-02-17,11.2,70,1.0,12.4,0.381,12.7
1970-02-18,8.2,76,0.65,10.5,0.352,0.0
1970-02-19,8.6,60,1.06,9.5,0.336,0.0
1970-02-20,8.7,59,1.15,9.1,0.324,0.0
1970-02-21,10.2,74,0.86,10.7,0.318,0.1
1970-02-22,10.6,68,1.15,10.7,0.311,0.0
1970-02-23,10.9,69,1.01,10.9,0.302,0.0
1970-02-24,12.4,73,1.44,11.9,0.295,0.0
1970-02-25,13.0,68,1.49,12.4,0.287,0.0
1970-02-26,12.8,75,1.21,12.6,0.28,0.0
1970-02-27,13.0,73,1.44,12.9,0.274,0.0
1970-02-28,11.2,85,0.37,11.6,0.326,11.6
1970-03-01,11.0,88,0.39,11.3,0.42,21.2
1970-03-02,9.3,73,0.9,10.9,0.396,0.4
1970-03-03,9.0,69,0.93,10.5,0.372,0.0
1970-03-04,7.7,83,0.42,8.5,0.386,19.4
1970-03-05,6.4,86,0.42,8.7,0.399,0.5
1970-03-06,9.3,78,0.99,9.9,0.38,0.0
1970-03-07,11.2,76,1.14,11.3,0.365,0.0
1970-03-08,11.6,80,0.77,11.7,0.355,0.1
1970-03-09,9.2,77,0.6,10.4,0.349,0.0
1970-03-10,9.3,71,0.91,10.5,0.369,3.2
1970-03-11,9.2,71,0.79,9.7,0.353,0.0
1970-03-12,11.9,71,0.95,11.5,0.341,0.0
1970-03-13,14.6,74,1.32,13.8,0.329,0.0
1970-03-14,14.8,76,1.14,14.5,0.317,0.0
1970-03-15,13.3,71,1.19,14.2,0.305,0.0
1970-03-16,13.9,69,1.15,14.1,0.295,0.0
1970-03-17,13.0,62,1.26,13.6,0.286,0.0
1970-03-18,11.2,52,1.17,12.7,0.275,0.0
1970-03-19,11.9,51,1.59,12.6,0.267,0.0
1970-03-20,11.7,58,1.39,12.6,0.257,0.0
1970-03-21,13.2,59,1.55,13.2,0.249,0.0
1970-03-22,14.2,68,1.44,14.3,0.24,0.0
1970-03-23,15.4,71,1.61,15.8,0.233,0.0
1970-03-24,16.8,68,1.8,16.7,0.224,0.0
1970-03-25,17.7,66,1.7,17.6,0.216,0.0
1970-03-26,16.9,52,2.06,17.1,0.207,0.0
1970-03-27,15.4,34,2.13,16.5,0.197,0.0
1970-03-28,15.6,48,2.09,16.2,0.19,0.0
1970-03-29,15.3,44,1.77,15.9,0.183,0.0
1970-03-30,13.1,41,1.52,14.3,0.177,0.0
1970-03-31,13.1,43,1.85,14.0,0.173,0.0
1970-04-01,12.9,38,1.83,14.2,0.168,0.0
1970-04-02,14.6,45,1.89,15.2,0.164,0.0
1970-04-03,16.3,49,2.14,16.8,0.16,0.0
1970-04-04,17.4,44,2.58,17.8,0.155,0.0
1970-04-05,17.7,49,2.68,18.5,0.151,0.0
1970-04-06,17.7,46,2.81,18.7,0.147,0.0
1970-04-07,15.1,47,1.74,18.1,0.144,0.0
1970-04-08,15.6,39,2.22,17.9,0.141,0.0
1970-04-09,16.6,46,2.27,18.6,0.139,0.0
1970-04-10,18.0,54,2.22,19.5,0.137,0.0
1970-04-11,16.2,42,2.27,18.9,0.136,0.0
1970-04-12,15.9,32,2.19,18.3,0.135,0.0
1970-04-13,11.2,50,1.18,15.9,0.143,6.3
1970-04-14,9.8,62,1.14,13.9,0.181,2.9
1970-04-15,11.5,54,1.45,14.7,0.178,0.0
1970-04-16,13.2,48,1.62,16.0,0.169,0.4
1970-04-17,13.9,49,1.69,16.3,0.163,0.2
1970-04-18,15.2,47,1.94,17.3,0.156,0.0
1970-04-19,14.2,48,1.68,16.7,0.151,0.0
1970-04-20,13.5,37,1.87,16.6,0.146,0.0
1970-04-21,11.4,53,1.2,15.7,0.147,1.8
1970-04-22,12.1,53,1.54,15.3,0.157,0.4
1970-04-23,13.9,48,2.02,16.7,0.151,0.0
1970-04-24,15.3,47,2.18,17.9,0.145,0.0
1970-04-25,16.6,46,2.29,19.1,0.14,0.0
1970-04-26,11.1,63,0.99,15.1,0.146,2.9
1970-04-27,9.8,55,1.25,13.9,0.18,1.4
1970-04-28,10.6,50,1.54,13.9,0.177,0.0
1970-04-29,12.9,40,1.87,15.0,0.168,0.0
1970-04-30,16.1,46,2.1,17.7,0.159,0.0
1970-05-01,19.0,49,2.93,20.4,0.151,0.0
1970-05-02,22.0,43,3.7,22.8,0.143,0.0
1970-05-03,23.6,39,4.03,24.4,0.137,0.0
1970-05-04,23.9,34,4.07,25.1,0.133,0.0
1970-05-05,21.2,41,2.96,24.6,0.131,0.0
1970-05-06,15.8,45,1.84,21.4,0.129,0.0
1970-05-07,15.4,53,1.88,20.1,0.129,0.0
1970-05-08,17.1,49,1.92,20.7,0.128,0.0
1970-05-09,18.3,53,2.34,21.7,0.128,0.0
1970-05-10,15.6,39,2.01,19.9,0.127,0.0
1970-05-11,15.8,31,2.37,20.0,0.127,0.0
1970-05-12,16.4,38,2.47,20.3,0.126,0.0
1970-05-13,19.5,37,2.42,22.2,0.126,0.0
1970-05-14,21.6,39,3.18,24.4,0.126,0.0
1970-05-15,25.4,38,4.76,27.1,0.125,0.0
1970-05-16,28.2,36,5.52,29.3,0.125,0.0
1970-05-17,27.9,28,5.33,29.6,0.124,0.0
1970-05-18,25.5,30,4.18,28.9,0.124,0.0
1970-05-19,21.8,34,3.24,26.9,0.124,0.0
1970-05-20,18.5,39,2.55,24.3,0.124,0.0
1970-05-21,21.5,41,3.3,25.5,0.124,0.0
1970-05-22,24.8,35,4.24,27.6,0.124,0.0
1970-05-23,25.7,34,4.44,28.4,0.124,0.0
1970-05-24,26.8,28,4.52,29.3,0.124,0.0
1970-05-25,25.9,33,4.28,29.3,0.124,0.0
1970-05-26,25.0,36,3.79,29.0,0.124,0.0
1970-05-27,22.8,35,3.47,27.5,0.124,0.0
1970-05-28,21.2,34,3.26,26.4,0.124,0.0
1970-05-29,23.2,38,3.78,27.1,0.124,0.0
1970-05-30,25.5,34,4.29,28.8,0.124,0.0
1970-05-31,29.1,29,5.84,31.1,0.124,0.0
1970-06-01,30.1,32,5.86,32.6,0.124,0.0
1970-06-02,30.2,31,5.9,33.3,0.124,0.0
1970-06-03,30.0,31,5.67,32.8,0.124,0.0
1970-06-04,29.6,29,5.82,33.1,0.124,0.0
1970-06-05,28.2,34,4.54,32.5,0.124,0.0
1970-06-06,26.9,36,4.21,31.5,0.124,0.0
1970-06-07,26.4,36,4.06,31.2,0.124,0.0
1970-06-08,21.3,36,2.16,26.4,0.124,0.0
1970-06-09,20.5,45,2.02,25.6,0.124,0.0
1970-06-10,19.6,48,2.39,24.8,0.124,0.0
1970-06-11,22.0,37,3.21,26.4,0.124,0.0
1970-06-12,21.5,35,2.91,26.0,0.124,0.0
1970-06-13,21.5,38,2.6,26.3,0.125,0.1
1970-06-14,21.2,41,2.48,26.2,0.126,0.0
1970-06-15,21.7,44,2.97,26.8,0.125,0.0
1970-06-16,23.0,40,3.33,28.0,0.124,0.0
1970-06-17,22.2,43,3.19,27.6,0.124,0.0
1970-06-18,24.8,40,3.91,29.1,0.124,0.0
1970-06-19,28.4,38,4.78,31.8,0.124,0.0
1970-06-20,30.6,33,5.62,33.5,0.124,0.0
1970-06-21,30.4,30,5.56,34.0,0.124,0.0
1970-06-22,31.5,32,6.01,34.9,0.124,0.0
1970-06-23,30.1,33,5.15,34.7,0.124,0.0
1970-06-24,28.9,37,5.04,33.7,0.124,0.0
1970-06-25,28.0,40,4.62,31.7,0.124,0.0
1970-06-26,27.8,39,4.05,32.2,0.124,0.0
1970-06-27,22.9,41,3.25,29.6,0.125,3.1
1970-06-28,21.8,44,2.61,27.7,0.124,0.0
1970-06-29,21.2,41,2.9,26.8,0.124,0.0
1970-06-30,24.4,31,4.11,28.5,0.124,0.0
1970-07-01,27.6,27,5.21,30.9,0.124,0.0
1970-07-02,30.3,29,6.19,33.4,0.124,0.0
1970-07-03,32.0,27,6.7,34.9,0.124,0.0
1970-07-04,33.3,25,6.89,36.4,0.124,0.0
1970-07-05,33.1,24,6.48,36.8,0.123,0.0
1970-07-06,30.6,28,5.57,35.3,0.123,0.0
1970-07-07,30.2,31,5.55,35.0,0.123,0.0
1970-07-08,30.2,32,5.23,34.9,0.123,0.0
1970-07-09,28.4,39,3.7,32.1,0.123,0.0
1970-07-10,30.1,37,4.81,34.4,0.124,0.0
1970-07-11,28.6,39,4.44,33.9,0.124,0.0
1970-07-12,29.1,35,4.98,34.0,0.124,0.0
1970-07-13,29.8,31,5.37,34.4,0.124,0.0
1970-07-14,30.7,30,5.44,35.2,0.124,0.0
1970-07-15,29.5,29,4.81,34.8,0.124,0.0
1970-07-16,26.2,33,4.19,32.1,0.124,0.0
1970-07-17,27.3,36,4.74,32.4,0.124,0.0
1970-07-18,30.6,31,5.89,34.6,0.124,0.0
1970-07-19,32.3,27,6.52,36.0,0.124,0.0
1970-07-20,33.2,25,6.91,37.0,0.123,0.0
1970-07-21,31.1,26,5.37,36.1,0.123,0.0
1970-07-22,28.8,31,4.61,34.6,0.123,0.0
1970-07-23,28.7,33,4.75,34.3,0.123,0.0
1970-07-24,29.2,35,4.89,34.6,0.123,0.0
1970-07-25,29.3,37,4.69,34.6,0.123,0.0
1970-07-26,29.6,36,4.66,34.9,0.123,0.0
1970-07-27,29.8,35,4.78,35.2,0.123,0.0
1970-07-28,29.1,33,4.83,34.7,0.123,0.0
1970-07-29,29.4,31,4.98,34.4,0.123,0.0
1970-07-30,27.2,28,4.4,32.9,0.123,0.0
1970-07-31,25.8,30,4.18,31.5,0.123,0.0
1970-08-01,25.8,33,4.36,31.1,0.123,0.0
1970-08-02,27.3,32,4.74,32.0,0.123,0.0
1970-08-03,29.5,30,5.22,33.6,0.123,0.0
1970-08-04,27.9,33,4.5,33.4,0.123,0.0
1970-08-05,26.4,35,4.27,31.9,0.123,0.0
1970-08-06,27.2,34,4.69,31.8,0.123,0.0
1970-08-07,28.2,33,4.98,32.4,0.123,0.0
1970-08-08,28.5,29,5.41,32.9,0.123,0.0
1970-08-09,29.9,29,6.08,33.9,0.123,0.0
1970-08-10,31.0,29,6.41,34.5,0.123,0.0
1970-08-11,31.6,29,6.33,35.4,0.123,0.0
1970-08-12,31.1,26,5.79,35.5,0.123,0.0
1970-08-13,30.2,27,5.52,35.0,0.123,0.0
1970-08-14,29.2,31,5.44,34.2,0.123,0.0
1970-08-15,29.2,34,5.2,34.2,0.123,0.0
1970-08-16,29.9,36,5.14,34.6,0.123,0.0
1970-08-17,30.6,33,4.98,35.2,0.123,0.0
1970-08-18,29.8,33,4.68,34.8,0.123,0.0
1970-08-19,29.2,32,4.72,34.3,0.123,0.0
1970-08-20,27.7,30,4.42,33.0,0.123,0.0
1970-08-21,26.9,34,4.34,32.3,0.123,0.0
1970-08-22,27.2,33,4.51,32.0,0.123,0.0
1970-08-23,26.6,35,4.3,31.6,0.123,0.0
1970-08-24,26.9,32,4.96,31.3,0.123,0.0
1970-08-25,26.9,30,4.59,31.4,0.123,0.0
1970-08-26,25.5,35,4.01,30.7,0.123,0.0
1970-08-27,26.6,37,4.04,31.5,0.123,0.0
1970-08-28,26.8,37,3.86,31.8,0.123,0.0
1970-08-29,26.9,38,3.77,32.0,0.123,0.0
1970-08-30,24.8,42,3.21,30.5,0.123,0.0
1970-08-31,25.2,41,3.59,30.2,0.123,0.0
1970-09-01,25.5,38,4.01,30.0,0.123,0.0
1970-09-02,24.9,31,4.02,29.7,0.123,0.0
1970-09-03,24.9,34,3.96,29.7,0.123,0.0
1970-09-04,22.0,41,2.88,27.3,0.123,0.0
1970-09-05,21.5,31,3.04,26.4,0.123,0.0
1970-09-06,22.8,33,3.56,27.4,0.123,0.0
1970-09-07,26.2,35,4.6,29.6,0.123,0.0
1970-09-08,27.9,36,4.71,31.3,0.123,0.0
1970-09-09,28.2,33,5.23,31.6,0.123,0.0
1970-09-10,28.4,31,5.53,31.7,0.123,0.0
1970-09-11,27.8,30,5.03,31.6,0.123,0.0
1970-09-12,26.8,32,4.36,30.8,0.123,0.0
1970-09-13,20.5,32,2.87,27.0,0.123,0.0
1970-09-14,20.0,33,2.99,25.5,0.123,0.0
1970-09-15,20.8,26,3.4,25.2,0.123,0.0
1970-09-16,22.9,32,4.05,26.3,0.124,0.0
1970-09-17,25.1,30,4.76,27.8,0.124,0.0
1970-09-18,25.7,31,4.54,28.5,0.124,0.0
1970-09-19,23.2,43,3.13,27.6,0.124,0.0
1970-09-20,20.6,37,2.92,25.4,0.124,0.0
1970-09-21,20.4,48,2.62,25.0,0.124,0.0
1970-09-22,22.1,39,3.46,25.8,0.124,0.0
1970-09-23,24.2,37,4.05,26.9,0.124,0.0
1970-09-24,22.7,37,3.56,26.4,0.124,0.0
1970-09-25,24.3,28,3.93,26.6,0.124,0.0
1970-09-26,24.0,35,4.07,26.7,0.124,0.0
1970-09-27,24.8,34,4.57,27.2,0.124,0.0
1970-09-28,25.5,34,5.05,27.8,0.124,0.0
1970-09-29,25.4,29,4.51,27.7,0.124,0.0
1970-09-30,24.4,34,3.91,27.2,0.124,0.0
1970-10-01,23.8,37,3.96,26.8,0.124,0.0
1970-10-02,24.6,36,4.34,27.1,0.124,0.0
1970-10-03,24.7,30,3.96,27.1,0.124,0.0
1970-10-04,24.2,39,3.13,26.8,0.124,0.0
1970-10-05,22.9,39,3.26,26.5,0.124,0.0
1970-10-06,20.0,40,2.79,24.5,0.124,0.0
1970-10-07,17.8,40,2.4,22.2,0.124,0.0
1970-10-08,18.5,36,2.85,22.0,0.124,0.0
1970-10-09,20.2,33,3.1,22.6,0.124,0.0
1970-10-10,20.5,37,2.9,23.2,0.124,0.0
1970-10-11,22.1,42,3.46,24.1,0.124,0.0
1970-10-12,21.3,46,2.64,24.3,0.124,0.0
1970-10-13,20.3,52,2.4,24.0,0.124,0.0
1970-10-14,19.8,51,2.36,23.3,0.124,0.0
1970-10-15,19.4,52,2.36,23.0,0.124,0.0
1970-10-16,19.4,52,2.56,22.8,0.124,0.0
1970-10-17,19.0,54,2.49,22.4,0.124,0.0
1970-10-18,17.5,56,1.93,20.6,0.124,0.0
1970-10-19,17.5,59,1.97,21.0,0.124,0.0
1970-10-20,17.0,54,1.51,19.9,0.124,0.0
1970-10-21,17.2,51,1.65,20.5,0.124,0.0
1970-10-22,16.7,55,1.54,19.7,0.131,1.5
1970-10-23,16.8,56,1.76,18.9,0.133,3.8
1970-10-24,14.3,61,1.64,17.8,0.149,0.0
1970-10-25,15.0,49,1.75,17.8,0.145,0.0
1970-10-26,13.2,60,1.33,16.4,0.141,0.0
1970-10-27,13.4,49,1.76,16.2,0.139,0.0
1970-10-28,14.6,48,2.17,16.4,0.136,0.0
1970-10-29,15.2,51,2.16,16.5,0.135,0.0
1970-10-30,16.0,40,2.44,16.8,0.133,0.0
1970-10-31,15.3,40,2.35,16.7,0.132,0.0
1970-11-01,16.3,49,2.23,17.3,0.131,0.0
1970-11-02,17.4,47,2.72,18.1,0.13,0.0
1970-11-03,17.9,42,2.75,18.4,0.129,0.0
1970-11-04,15.4,66,0.93,16.4,0.169,4.3
1970-11-05,16.4,76,0.8,16.6,0.219,10.0
1970-11-06,14.9,77,1.31,15.9,0.232,2.8
1970-11-07,12.9,77,1.16,15.2,0.266,4.1
1970-11-08,13.8,68,1.15,14.5,0.247,0.0
1970-11-09,14.5,76,1.08,15.3,0.237,4.0
1970-11-10,14.3,83,0.94,15.7,0.234,0.0
1970-11-11,15.3,74,1.31,16.0,0.223,0.0
1970-11-12,13.9,73,1.09,15.7,0.214,0.5
1970-11-13,11.6,67,1.04,13.3,0.205,0.0
1970-11-14,14.2,60,1.96,14.6,0.197,0.0
1970-11-15,14.2,56,2.29,14.7,0.189,0.0
1970-11-16,13.2,58,1.74,14.1,0.181,0.0
1970-11-17,12.7,70,1.45,14.0,0.175,0.0
1970-11-18,12.4,66,1.32,13.5,0.17,0.0
1970-11-19,12.0,64,1.36,13.2,0.166,0.0
1970-11-20,12.9,63,1.66,13.5,0.162,0.0
1970-11-21,12.4,61,1.64,13.6,0.159,0.0
1970-11-22,12.8,64,1.12,13.0,0.156,0.0
1970-11-23,12.5,74,1.23,13.7,0.153,0.0
1970-11-24,13.1,74,1.24,13.8,0.151,0.0
1970-11-25,13.8,78,0.59,13.6,0.16,14.8
1970-11-26,11.7,79,0.65,13.3,0.336,19.5
1970-11-27,9.4,63,0.92,11.1,0.299,0.0
1970-11-28,12.1,74,0.88,11.9,0.348,10.8
1970-11-29,11.0,86,0.35,11.8,0.394,23.6
1970-11-30,9.6,86,0.43,10.9,0.366,2.5
1970-12-01,11.3,84,0.54,11.8,0.371,6.3
1970-12-02,10.3,81,0.58,11.7,0.398,13.0
1970-12-03,7.4,70,0.83,9.0,0.368,0.0
1970-12-04,9.7,67,0.87,9.8,0.349,0.0
1970-12-05,10.8,82,0.64,10.4,0.338,0.0
1970-12-06,11.0,89,0.62,11.6,0.329,0.0
1970-12-07,12.0,84,0.8,12.0,0.323,0.5
1970-12-08,11.8,86,0.81,11.9,0.341,18.8
1970-12-09,10.7,82,0.71,12.0,0.382,5.3
1970-12-10,8.1,83,0.55,9.6,0.356,0.0
1970-12-11,8.0,82,0.61,8.9,0.343,0.0
1970-12-12,6.9,88,0.47,8.2,0.334,0.0
1970-12-13,6.5,87,0.51,7.8,0.328,0.7
1970-12-14,5.3,87,0.35,7.3,0.325,0.0
1970-12-15,6.3,80,0.62,7.3,0.319,0.0
1970-12-16,9.8,83,0.37,9.6,0.381,16.6
1970-12-17,6.3,86,0.33,8.4,0.39,8.2
1970-12-18,4.7,90,0.16,6.3,0.405,13.8
1970-12-19,6.9,83,0.57,7.7,0.406,2.6
1970-12-20,6.5,81,0.58,6.7,0.383,2.7
1970-12-21,7.4,87,0.33,8.2,0.417,15.1
1970-12-22,6.0,86,0.43,7.2,0.393,0.0
1970-12-23,6.3,81,0.58,6.9,0.376,0.0
1970-12-24,5.5,83,0.48,6.8,0.363,0.0
1970-12-25,5.4,84,0.56,6.2,0.354,0.0
1970-12-26,5.6,86,0.45,6.1,0.349,0.7
1970-12-27,7.2,89,0.33,7.3,0.383,3.7
1970-12-28,7.0,85,0.51,7.2,0.368,0.0
1970-12-29,7.0,82,0.59,7.1,0.354,0.1
1970-12-30,6.6,88,0.46,7.1,0.345,0.0
1970-12-31,7.0,89,0.42,7.2,0.337,0.0
1971-01-01,7.0,90,0.38,7.5,0.334,0.4
1971-01-02,6.1,69,0.68,7.5,0.385,4.7
1971-01-03,2.2,50,0.57,3.8,0.356,0.0
1971-01-04,1.9,63,0.51,2.6,0.344,0.0
1971-01-05,1.9,68,0.46,2.1,0.336,0.0
1971-01-06,2.3,71,0.58,2.2,0.33,0.0
1971-01-07,2.6,67,0.59,2.7,0.324,0.0
1971-01-08,3.3,69,0.54,3.2,0.319,0.0
1971-01-09,4.8,73,0.65,4.3,0.314,0.0
1971-01-10,6.0,77,0.65,5.6,0.309,0.0
1971-01-11,7.2,86,0.45,6.6,0.31,2.6
1971-01-12,6.9,89,0.34,7.8,0.388,11.6
1971-01-13,6.2,89,0.34,7.0,0.398,6.3
1971-01-14,7.1,82,0.78,7.6,0.379,0.4
1971-01-15,7.8,77,0.91,7.7,0.36,0.0
1971-01-16,9.3,77,0.57,8.2,0.351,0.0
1971-01-17,10.9,84,0.63,9.8,0.343,0.0
1971-01-18,12.5,94,0.42,11.8,0.338,0.0
1971-01-19,12.1,93,0.43,11.8,0.334,0.0
1971-01-20,12.1,89,0.61,12.2,0.329,0.0
1971-01-21,9.2,69,0.79,10.4,0.322,0.0
1971-01-22,6.8,70,0.68,8.2,0.314,0.0
1971-01-23,7.3,75,0.72,7.8,0.308,0.0
1971-01-24,8.5,78,0.77,8.1,0.303,0.0
1971-01-25,7.4,87,0.49,7.8,0.299,0.0
1971-01-26,7.8,86,0.76,8.2,0.295,0.0
1971-01-27,8.6,86,0.77,8.9,0.291,0.0
1971-01-28,8.8,85,0.86,9.2,0.286,0.0
1971-01-29,8.5,84,0.89,9.1,0.281,0.0
1971-01-30,8.6,82,0.98,9.3,0.277,0.0
1971-01-31,8.3,83,0.81,8.8,0.273,0.0
1971-02-01,8.6,85,0.64,9.2,0.27,0.0
1971-02-02,7.5,87,0.57,8.7,0.267,0.0
1971-02-03,6.8,79,0.68,8.4,0.263,0.0
1971-02-04,7.5,71,0.93,8.0,0.259,0.0
1971-02-05,8.5,70,0.8,8.3,0.254,0.0
1971-02-06,9.2,80,0.56,8.6,0.25,0.0
1971-02-07,9.3,83,0.71,9.5,0.248,0.0
1971-02-08,8.9,85,0.73,10.0,0.244,0.0
1971-02-09,9.4,84,0.82,10.3,0.24,0.0
1971-02-10,10.2,85,0.87,10.9,0.236,0.0
1971-02-11,11.9,82,0.92,11.8,0.232,0.0
1971-02-12,13.6,78,1.46,13.1,0.227,0.0
1971-02-13,13.2,79,1.19,13.2,0.222,0.0
1971-02-14,13.9,78,1.46,13.9,0.218,0.0
1971-02-15,13.2,76,0.79,13.8,0.218,1.3
1971-02-16,10.8,76,0.92,11.6,0.219,3.7
1971-02-17,10.4,76,0.86,11.3,0.225,2.1
1971-02-18,9.6,72,0.87,10.9,0.231,0.0
1971-02-19,8.8,64,0.93,10.0,0.245,3.9
1971-02-20,6.7,50,0.93,8.9,0.245,0.0
1971-02-21,8.4,62,1.13,9.4,0.235,0.0
1971-02-22,9.7,68,0.99,10.7,0.227,1.4
1971-02-23,9.4,71,0.94,10.7,0.23,0.6
1971-02-24,9.6,71,1.09,10.8,0.222,0.0
1971-02-25,8.4,54,1.02,10.0,0.214,0.0
1971-02-26,6.2,39,1.01,8.8,0.205,0.0
1971-02-27,5.5,58,0.75,7.6,0.202,1.4
1971-02-28,5.1,77,0.7,7.6,0.222,2.9
1971-03-01,6.0,57,0.97,7.5,0.233,0.1
1971-03-02,6.8,50,1.07,7.9,0.223,0.0
1971-03-03,9.3,57,1.22,9.4,0.213,0.0
1971-03-04,8.8,70,0.9,9.8,0.206,0.0
1971-03-05,8.0,55,1.12,9.8,0.199,0.0
1971-03-06,10.4,52,1.4,10.9,0.192,0.0
1971-03-07,11.7,59,1.71,12.2,0.185,0.0
1971-03-08,11.8,60,1.47,13.2,0.178,0.0
1971-03-09,11.8,64,1.47,13.2,0.172,0.0
1971-03-10,11.3,56,1.33,13.3,0.167,0.0
1971-03-11,13.5,62,1.42,14.5,0.163,0.0
1971-03-12,13.2,64,1.11,13.8,0.172,11.7
1971-03-13,10.6,68,1.06,12.6,0.318,4.4
1971-03-14,9.5,60,1.31,11.4,0.29,0.2
1971-03-15,12.0,63,1.31,12.8,0.265,0.0
1971-03-16,12.9,64,1.61,13.3,0.245,0.0
1971-03-17,12.6,61,1.36,13.9,0.228,0.0
1971-03-18,12.9,53,1.75,14.2,0.213,0.0
1971-03-19,14.8,61,1.99,15.1,0.2,0.0
1971-03-20,15.4,56,2.25,15.8,0.189,0.0
1971-03-21,15.8,50,2.38,16.2,0.178,0.0
1971-03-22,16.0,47,2.55,16.9,0.169,0.0
1971-03-23,13.6,68,1.71,14.8,0.167,0.9
1971-03-24,15.0,66,1.64,16.0,0.173,0.0
1971-03-25,15.1,65,1.42,15.8,0.17,0.1
1971-03-26,13.9,81,0.77,14.1,0.2,8.7
1971-03-27,13.1,61,1.36,14.6,0.231,0.0
1971-03-28,14.4,54,1.95,15.4,0.213,0.0
1971-03-29,17.6,53,2.46,17.3,0.197,0.0
1971-03-30,16.1,53,2.11,17.4,0.183,0.0
1971-03-31,12.9,41,1.76,15.8,0.171,0.0
1971-04-01,15.4,42,2.59,17.0,0.163,0.0
1971-04-02,16.4,50,2.54,17.7,0.155,0.0
1971-04-03,17.6,49,2.69,19.0,0.149,0.0
1971-04-04,19.7,46,3.32,20.5,0.143,0.0
1971-04-05,21.3,36,4.14,21.4,0.138,0.0
1971-04-06,17.6,47,2.29,19.2,0.135,0.2
1971-04-07,14.4,52,1.63,17.8,0.135,0.3
1971-04-08,13.5,46,1.86,17.4,0.133,0.0
1971-04-09,16.1,50,2.32,18.8,0.132,0.0
1971-04-10,16.4,46,1.89,19.2,0.131,0.0
1971-04-11,15.4,37,2.24,18.6,0.13,0.0
1971-04-12,17.3,38,2.65,19.9,0.129,0.0
1971-04-13,17.8,42,2.62,19.9,0.128,0.0
1971-04-14,16.4,53,1.74,18.8,0.135,0.1
1971-04-15,17.2,55,2.1,20.0,0.135,0.0
1971-04-16,16.6,51,2.46,20.2,0.132,0.0
1971-04-17,11.1,66,0.96,15.5,0.169,8.7
1971-04-18,12.4,50,1.61,15.3,0.194,0.0
1971-04-19,13.6,49,1.8,16.5,0.181,0.0
1971-04-20,12.3,53,1.43,15.5,0.17,0.0
1971-04-21,11.0,36,1.46,14.9,0.163,0.0
1971-04-22,12.8,42,1.82,15.9,0.155,0.0
1971-04-23,14.2,52,1.75,16.7,0.149,0.0
1971-04-24,12.1,40,1.76,15.9,0.144,0.0
